FID,Shape *,FID_1,AREA,PERIMETER,GEO,SYMBOL,STRATIGRAP,STRAT_SYM,GENESE,GEN_SYM,PETROGRAPH,PET_SYM,BEMERKUNGE,SHAPE_Leng,SHAPE_Area,Strat,Strat2,hlnug
1042,Polygon,13879,2391018.977,7356.761251,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,11474.61513,5814356.166,Pleistocene,Pleistocene,Pleistocene
1043,Polygon,13889,5915081.648,11173.14393,504,tpl,"TertiÑr, Ñlteres PliozÑn",tpl(a),fluviatile Ablagerungen,f,"Kies, Sand; gelegentlich Mergel","fX,S;M","Vogesenschotter, Hipparionsande, Monheimer Hîhensande, Urbrenzsande",17425.08467,14372868.48,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1044,Polygon,13892,10855429.08,14149.63557,658,r,"Perm, Rotliegend",r,fluviatil,f,"Konglomerat, Sandstein, Mergelstein, Kalkstein","^c,^s,^m,^k",hierher das Mendener Konglomerat,22061.52932,26379907.73,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1045,Polygon,13894,1812486.924,6161.901909,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,9611.387966,4408868.516,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1046,Polygon,13908,578797653,448298.541,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,693985.1466,1385258261,Holocene,Holocene,Holocene
1047,Polygon,13914,63856.32566,1419.174795,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,2210.825852,155294.7275,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1048,Polygon,13919,13955198.78,17241.62604,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,26877.08399,33911238.19,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1049,Polygon,13921,41363432.34,46314.1877,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",72145.67618,100402011.1,Pleistocene,Pleistocene,Pleistocene
1050,Polygon,13925,11865494.66,17154.12919,504,tpl,"TertiÑr, Ñlteres PliozÑn",tpl(a),fluviatile Ablagerungen,f,"Kies, Sand; gelegentlich Mergel","fX,S;M","Vogesenschotter, Hipparionsande, Monheimer Hîhensande, Urbrenzsande",26731.84906,28817832.95,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1051,Polygon,13932,56619628.87,81714.33044,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,127304.2871,137391059.1,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
1052,Polygon,13939,14479673.82,20219.76373,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,31502.4043,35146980.21,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1053,Polygon,13947,2693243.882,7721.608295,504,tpl,"TertiÑr, Ñlteres PliozÑn",tpl(a),fluviatile Ablagerungen,f,"Kies, Sand; gelegentlich Mergel","fX,S;M","Vogesenschotter, Hipparionsande, Monheimer Hîhensande, Urbrenzsande",12039.33732,6545491.429,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1054,Polygon,13954,2654092.261,7119.363264,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,11095.42502,6449528.249,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1055,Polygon,13955,13380566.8,22403.30576,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,34907.41742,32467501.82,Pleistocene,Pleistocene,Pleistocene
1056,Polygon,13960,10545441.61,15041.46976,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,23438.31475,25618464.2,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1057,Polygon,13968,16863265.59,18520.84061,705,pla/*Ph,Unteres PalÑozoikum,plu,metamorph,mt,Phyllit,*Ph,Sporenfunde des Unterdevon (Ems)?,28836.39669,40931038.5,Paleozoic,Paleozoic (metamorph),Paleozoic (metamorph)
1058,Polygon,13969,15961821.3,31087.02362,520,tol,"TertiÑr, OligozÑn",tol,marine Ablagerungen,m,"Sand, Ton, Mergel","S,T,M", ,48420.05502,38721143.37,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1059,Polygon,13975,97304263.97,119740.7247,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,186391.7949,235954480.1,Pleistocene,Pleistocene,Pleistocene
1060,Polygon,13977,75800.87134,1382.836698,697,dsHU,"Devon, Unterdevon, oberes Siegen bis unteres Ems, HunsrÅckschiefer","dsHU,dz-de",marine Ablagerungen,m,"Tonstein, Siltstein","^t,^u","HunsrÅckschiefer,",2156.817956,184033.3782,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1061,Polygon,13990,7420684.704,17707.69726,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,27577.98338,18018311.8,Holocene,Holocene,Holocene
1062,Polygon,13998,128127764.9,171916.9609,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,267368.5465,309985188.9,Holocene,Holocene,Holocene
1063,Polygon,14017,10035657.93,17888.1484,520,tol,"TertiÑr, OligozÑn",tol,marine Ablagerungen,m,"Sand, Ton, Mergel","S,T,M", ,27841.06226,24344992.57,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1064,Polygon,14045,1781824.485,5439.555811,504,tpl,"TertiÑr, Ñlteres PliozÑn",tpl(a),fluviatile Ablagerungen,f,"Kies, Sand; gelegentlich Mergel","fX,S;M","Vogesenschotter, Hipparionsande, Monheimer Hîhensande, Urbrenzsande",8467.910389,4321147.501,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1065,Polygon,14049,44162.41144,1101.161249,697,dsHU,"Devon, Unterdevon, oberes Siegen bis unteres Ems, HunsrÅckschiefer","dsHU,dz-de",marine Ablagerungen,m,"Tonstein, Siltstein","^t,^u","HunsrÅckschiefer,",1714.851574,107086.4224,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1066,Polygon,14051,23386587.78,29020.66513,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,45175.64726,56688898.6,Pleistocene,Pleistocene,Pleistocene
1067,Polygon,14055,4680186.849,14266.79542,698,dsTA,"Devon, Unterdevon, mittleres bis oberes Siegen",dsTA,marine Ablagerungen,m,"Quarzit, Sandstein, Tonschiefer, Glimmersandstein, quarzitische Grauwacke","^fe;^q,^s,^tsf,*Gls,^g(q)",Taunisquarzit,22199.51004,11341664.15,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1068,Polygon,14057,9209904.307,17790.17731,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",27687.49674,22327604.61,Pleistocene,Pleistocene,Pleistocene
1069,Polygon,14066,3261692.963,8570.58862,698,dsTA,"Devon, Unterdevon, mittleres bis oberes Siegen",dsTA,marine Ablagerungen,m,"Quarzit, Sandstein, Tonschiefer, Glimmersandstein, quarzitische Grauwacke","^fe;^q,^s,^tsf,*Gls,^g(q)",Taunisquarzit,13332.0028,7905176.169,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1070,Polygon,14067,11995169.04,20053.14179,520,tol,"TertiÑr, OligozÑn",tol,marine Ablagerungen,m,"Sand, Ton, Mergel","S,T,M", ,31202.75354,29066133.63,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1071,Polygon,14072,2321675.681,7585.232721,700,dg,"Devon, Unterdevon, Gedinne",dg,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Arkose, Konglomerat","^tsf,^s,^g,^q,^sar,^c",Bunte Schiefer,11805.00192,5625585.399,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1072,Polygon,14074,693773.2932,5469.009975,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,8506.348123,1682112.695,Holocene,Holocene,Holocene
1073,Polygon,14075,277656732.7,206988.6787,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,321511.9546,669852546,Holocene,Holocene,Holocene
1074,Polygon,14081,23063671.03,50749.22012,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,78940.36459,55760457.83,Holocene,Holocene,Holocene
1075,Polygon,14091,197172308.2,156101.4771,698,dsTA,"Devon, Unterdevon, mittleres bis oberes Siegen",dsTA,marine Ablagerungen,m,"Quarzit, Sandstein, Tonschiefer, Glimmersandstein, quarzitische Grauwacke","^fe;^q,^s,^tsf,*Gls,^g(q)",Taunisquarzit,242400.4226,476060712.6,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1076,Polygon,14094,29238612.82,40308.42631,698,dsTA,"Devon, Unterdevon, mittleres bis oberes Siegen",dsTA,marine Ablagerungen,m,"Quarzit, Sandstein, Tonschiefer, Glimmersandstein, quarzitische Grauwacke","^fe;^q,^s,^tsf,*Gls,^g(q)",Taunisquarzit,62698.76572,70778253.51,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1077,Polygon,14100,2865658.674,7472.584146,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,11634.54711,6947971.074,Holocene,Holocene,Holocene
1078,Polygon,14102,423350.877,4949.214263,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,7704.398588,1025997.846,Holocene,Holocene,Holocene
1079,Polygon,14104,1042219.392,4094.339907,798,t/+Tr,TertiÑr,t,vulkanogen,vu,"Trachyt, Alkalitrachyt, Latit","+Tr,""a""-+Tr,+Lt", ,6373.695088,2526848.55,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1080,Polygon,14111,5132432.752,14510.50915,520,tol,"TertiÑr, OligozÑn",tol,marine Ablagerungen,m,"Sand, Ton, Mergel","S,T,M", ,22575.93511,12432007.91,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1081,Polygon,14113,6501292.575,15007.82875,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,23339.09801,15746476.62,Pleistocene,Pleistocene,Pleistocene
1082,Polygon,14120,3036027.735,6716.745779,700,dg,"Devon, Unterdevon, Gedinne",dg,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Arkose, Konglomerat","^tsf,^s,^g,^q,^sar,^c",Bunte Schiefer,10452.88235,7352622.777,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1083,Polygon,14122,2972707.276,7405.235552,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,11527.50144,7201755.399,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1084,Polygon,14123,1803688.552,8809.592815,699,ds,"Devon, Unterdevon, Siegen",ds,marine Ablagerungen,m,"Tonschiefer, Grauwacke, Sandstein","^tsf,^g,^s", ,13704.02705,4366104.864,"Devonian, Lower","Devonian, Lower","Devonian, Lower"
1085,Polygon,14135,106787759.3,107362.3361,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,166880.3197,258026228.7,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1086,Polygon,14143,667377.5232,6627.024426,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,10303.09536,1616590.391,Holocene,Holocene,Holocene
1087,Polygon,14148,14282303.36,31819.39162,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,49456.16085,34565554.76,Holocene,Holocene,Holocene
1088,Polygon,14151,2473649.367,6660.957141,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,10365.65499,5991514.539,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1089,Polygon,14171,2409499.611,6829.726509,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,10633.03594,5836428.403,Pleistocene,Pleistocene,Pleistocene
1090,Polygon,14201,4380862.961,13006.44267,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,20214.81953,10599414.06,Holocene,Holocene,Holocene
1091,Polygon,14219,5314993.892,13013.1886,33,//Hn,HolozÑn,qh,telmatisch; Niedermoor,"tel,Hn",Torf,H, ,20232.35384,12859846.42,Holocene,Holocene,Holocene
1092,Polygon,14227,18251109.64,46010.82817,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,71494.32947,44113562.6,Holocene,Holocene,Holocene
1093,Polygon,14233,2849448.385,7665.321699,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",11922.82122,6896511.571,"Carboniferous, Upper",Carboniferous,Carboniferous
1094,Polygon,14243,11880405.8,19718.35516,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,30648.82431,28740557.67,Pleistocene,Pleistocene,Pleistocene
1095,Polygon,14251,2024628.815,6195.007878,751,/*Gno,Proterozoikum - AltpalÑozoikum,pz-plu,metamorphes Intrusivgestein,"mt,plu","Orthogneis, sogenannter Rotgneis",*Gno,Datierung: 384 +/- 11 MA,9639.56577,4899090.671,Proterozoic,Precambrian,Paleozoic (metamorph)
1096,Polygon,14254,862162.5311,3389.833073,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5272.970047,2086277.85,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1097,Polygon,14257,17344331.29,35235.39242,504,tpl,"TertiÑr, Ñlteres PliozÑn",tpl(a),fluviatile Ablagerungen,f,"Kies, Sand; gelegentlich Mergel","fX,S;M","Vogesenschotter, Hipparionsande, Monheimer Hîhensande, Urbrenzsande",54772.62136,41865629.65,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1098,Polygon,14264,32395798.24,36991.71797,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,57479.93171,78271869.28,Pleistocene,Pleistocene,Pleistocene
1099,Polygon,14273,129209.5872,1729.368398,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,2686.873291,312453.4021,Holocene,Holocene,Holocene
1100,Polygon,14274,788567.4107,3326.934327,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5175.529415,1907819.34,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1101,Polygon,14298,360773199.9,344659.2173,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,534533.6177,867380965.9,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1102,Polygon,14301,8555963.603,18260.08474,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,28375.7231,20685152.85,Pleistocene,Pleistocene,Pleistocene
1103,Polygon,14309,795290.7876,3607.40632,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5611.857683,1923151.024,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1104,Polygon,14314,570680.1518,2816.993714,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",4380.873582,1380035.603,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1105,Polygon,14316,2798965.341,7804.399712,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",12129.03497,6767499.509,"Carboniferous, Upper",Carboniferous,Carboniferous
1106,Polygon,14318,57300662.15,73092.21155,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,113554.3296,138306014.8,Pleistocene,Pleistocene,Pleistocene
1107,Polygon,14358,547490.7895,3008.484415,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",4677.551072,1323048.704,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1108,Polygon,14370,4084821.276,13054.0388,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,20277.09801,9867572.492,Holocene,Holocene,Holocene
1109,Polygon,14377,30270632.17,52578.33187,85,qw//f,Weichsel-(WÅrm-)Kaltzeit; Niederterrasse,"qw,qW,qN",fluviatil,f,"Sand, Kies","S,G","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",81637.86987,73000056.53,Pleistocene,Pleistocene,Pleistocene
1110,Polygon,14381,1113530.671,4147.515451,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",6445.793512,2689961.482,"Carboniferous, Upper",Carboniferous,Carboniferous
1111,Polygon,14382,108605.4966,1381.609756,999, , , , , , , , ,2148.472851,262333.2356,nd,Holocene,Holocene
1112,Polygon,14384,6046296.675,13724.31386,65,//a,Weichsel-(WÅrm-) Kaltzeit - HolozÑn,"qw,qW,qh","Ñolisch (DÅnen, Flugdecksand)","a(d,de)",Fein- bis Mittelsand,fS-mS,BinnenlanddÅnen,21316.13066,14603950.64,Holocene,Holocene,Holocene
1113,Polygon,14390,1919797.343,6587.197438,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",10238.37016,4636199.035,"Carboniferous, Upper",Carboniferous,Carboniferous
1114,Polygon,14397,3076727.508,8467.793742,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,13168.30229,7427133.839,Pleistocene,Pleistocene,Pleistocene
1115,Polygon,14406,534422.9439,2814.451268,798,t/+Tr,TertiÑr,t,vulkanogen,vu,"Trachyt, Alkalitrachyt, Latit","+Tr,""a""-+Tr,+Lt", ,4374.519861,1290543.076,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1116,Polygon,14424,16697677.23,20501.26558,504,tpl,"TertiÑr, Ñlteres PliozÑn",tpl(a),fluviatile Ablagerungen,f,"Kies, Sand; gelegentlich Mergel","fX,S;M","Vogesenschotter, Hipparionsande, Monheimer Hîhensande, Urbrenzsande",31836.28564,40275717.36,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1117,Polygon,14450,658569.6013,3061.514446,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",4754.33086,1589176.212,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1118,Polygon,14462,20382876.42,32279.60902,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",50111.55844,49149059.88,Pleistocene,Pleistocene,Pleistocene
1119,Polygon,14469,727178.0408,3984.473682,752,pz-pla/*Gnp,Proterozoikum bis AltpalÑozoikum,pz-plu,metamorph,mt,Paragneis,*Gnp,"Sammel-Code fÅr Gneis im Odenwld, Schwarzwald, Vogesen",6183.853912,1754593.917,Proterozoic,Precambrian,Paleozoic (metamorph)
1120,Polygon,14472,869518.8004,3811.879241,526,teo,"TertiÑr, EozÑn",teo,limnisch - fluviatile Ablagerungen,"l,f","Kies, Sand, Ton; braunkohlefÅhrend","G,S,T;^brk", ,5920.741337,2097516.288,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
1121,Polygon,14473,9318242.912,16272.01102,659,ro,"Perm, Oberrotliegend",ro,"fluviatil, fanglomeratisch","f,fg","Sandstein, Tonstein","^s,^t",Fanglomerat,25267.11456,22448014.24,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
1122,Polygon,14476,14298537.74,21314.83774,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,33097.71225,34460136.46,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1123,Polygon,14486,1375499.973,5001.206514,838,c/+Dr,Karbon,c,plutonisch,plu,"Diorit, Redwitzit","+Dr,'Redwitzit'","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sÅdl. Prag auch Gabbro)",7768.70117,3316520.479,Caboniferous (Plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1124,Polygon,14492,9318061.041,18868.22227,808,/+An,Oberkarbon bis Rotliegend,cs-r,vulkanogen,vu,"Andesit, Latit, Dacit (Porphyrit) und Basalt (Melaphyr)","+An(+Pph),+Lt,+Dz,+B,+M","Andesitlaven vorherrschend, Basalt untegeordnet; auch Tuffe, GÑnge und subvulkanische Intrusionen wie Kuselit, Platanit, Tholeyit",29287.37506,22447854.53,"Carboniferous, Upper",Carboniferous,Carboniferous
1125,Polygon,14500,1720235.909,6282.357342,761,pzo/*Gnp,Oberes Proterozoikum,pzo,metamorph,mt,Paragneis,*Gnp, ,9749.543505,4148678.486,"Proterozoic, Upper",Precambrian,Paleozoic (metamorph)
1126,Polygon,14504,623049.4255,3256.716709,834,c/+G,"z.T. Oberdevon, Karbon","zt(do),c",plutonisch,plu,Granit,#NAME?,variszischer Granit,5058.174421,1502483.8,Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites),Devonian to Carboniferous (plutonites)
1127,Polygon,14510,654546.856,3302.123136,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5130.435049,1578022.461,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
1128,Polygon,14515,21487225.62,27086.85529,444,qp//f,"PleistozÑn, ungegliedert",qp,fluviatil,f,"Sand, Kies","S,G", ,42035.32959,51762094.97,Pleistocene,Pleistocene,Pleistocene
